1.314139482903788458e+00,1.007919819817940432e+00
1.143932672403797923e+00,1.044273792121896749e+00
1.162648711933456314e+00,1.022324364420765130e+00
1.382464521145983838e+00,8.738206330690969637e-01
0.000000000000000000e+00,1.008629305615618588e+00
3.748764379164397693e-94,9.389443806664595771e-01
0.000000000000000000e+00,1.108116541907244512e+00
1.343017938057344152e+00,8.006178903410011923e-164
1.142166781581301471e+00,1.117420461613822794e-40
1.411259148238169780e+00,0.000000000000000000e+00
